Simulation 01/10/1999 18:25:55 - 30/09/2010 02:25:55,,,,,,,,,,,,,,,,,,,,,,,
,basin01_01 - SWE (m),basin01_02 - SWE (m),basin02_02 - SWE (m),basin01_03 - SWE (m),basin01_04 - SWE (m),basin01_05 - SWE (m),basin01_06 - SWE (m),basin01_07 - SWE (m),basin01_08 - SWE (m),basin04_02 - SWE (m),basin02_04 - SWE (m),basin02_05 - SWE (m),basin02_06 - SWE (m),basin02_03 - SWE (m),basin03_03 - SWE (m),basin04_03 - SWE (m),basin03_04 - SWE (m),basin03_05 - SWE (m),basin03_06 - SWE (m),basin03_07 - SWE (m),basin04_04 - SWE (m),basin04_05 - SWE (m),basin04_06 - SWE (m)
2002-05-21,0.25,0.25,0.25,0.25,0.50,0.61,0.66,0.71,0.75,0.25,0.55,0.65,0.77,0.25,0.25,0.25,0.38,0.39,0.60,0.70,0.54,0.45,0.77
2002-05-22,0.25,0.25,0.25,0.25,0.50,0.61,0.66,0.71,0.75,0.25,0.55,0.65,0.77,0.25,0.25,0.25,0.38,0.39,0.60,0.70,0.54,0.45,0.77
2002-05-23,0.25,0.25,0.25,0.25,0.50,0.61,0.66,0.71,0.75,0.25,0.55,0.65,0.77,0.25,0.25,0.25,0.38,0.39,0.60,0.70,0.54,0.45,0.77
2002-05-24,0.25,0.25,0.25,0.25,0.50,0.61,0.66,0.71,0.75,0.25,0.55,0.65,0.77,0.25,0.25,0.25,0.38,0.39,0.60,0.70,0.54,0.45,0.77
2002-05-25,0.25,0.25,0.25,0.25,0.50,0.61,0.66,0.71,0.75,0.25,0.55,0.65,0.77,0.25,0.25,0.25,0.38,0.39,0.60,0.70,0.54,0.45,0.77
2002-05-26,0.25,0.25,0.25,0.25,0.50,0.61,0.66,0.71,0.75,0.25,0.55,0.65,0.77,0.25,0.25,0.25,0.38,0.39,0.60,0.70,0.54,0.45,0.77
2002-05-27,0.25,0.25,0.25,0.25,0.50,0.61,0.66,0.71,0.75,0.25,0.55,0.65,0.77,0.25,0.25,0.25,0.38,0.39,0.60,0.70,0.54,0.45,0.77
2002-05-28,0.25,0.25,0.25,0.25,0.50,0.61,0.66,0.71,0.75,0.25,0.55,0.65,0.77,0.25,0.25,0.25,0.38,0.39,0.60,0.70,0.54,0.45,0.77
2002-05-29,0.25,0.25,0.25,0.25,0.50,0.61,0.66,0.71,0.75,0.25,0.55,0.65,0.77,0.25,0.25,0.25,0.38,0.39,0.60,0.70,0.54,0.45,0.77
2002-05-30,0.25,0.25,0.25,0.25,0.50,0.61,0.67,0.71,0.76,0.25,0.55,0.65,0.77,0.25,0.25,0.25,0.38,0.39,0.60,0.70,0.54,0.45,0.77
2002-05-31,0.25,0.25,0.25,0.25,0.50,0.61,0.67,0.71,0.76,0.25,0.55,0.66,0.77,0.25,0.25,0.25,0.38,0.39,0.60,0.70,0.54,0.45,0.77
2002-06-01,0.25,0.25,0.25,0.25,0.50,0.62,0.67,0.72,0.76,0.25,0.55,0.66,0.78,0.25,0.25,0.25,0.38,0.39,0.60,0.70,0.54,0.45,0.77
2002-06-02,0.25,0.25,0.25,0.25,0.50,0.62,0.67,0.72,0.76,0.25,0.55,0.66,0.78,0.25,0.25,0.25,0.38,0.39,0.60,0.70,0.54,0.45,0.77
2002-06-03,0.25,0.25,0.25,0.25,0.50,0.62,0.67,0.72,0.77,0.25,0.56,0.66,0.78,0.25,0.25,0.25,0.38,0.39,0.61,0.71,0.54,0.45,0.77
2002-06-04,0.25,0.25,0.25,0.25,0.50,0.62,0.67,0.72,0.77,0.25,0.56,0.66,0.78,0.25,0.25,0.25,0.38,0.39,0.61,0.71,0.54,0.45,0.77
2002-06-05,0.25,0.25,0.25,0.25,0.50,0.62,0.68,0.72,0.77,0.25,0.56,0.66,0.78,0.25,0.25,0.25,0.38,0.39,0.61,0.71,0.54,0.45,0.78
2002-06-06,0.25,0.25,0.25,0.25,0.50,0.62,0.68,0.72,0.77,0.25,0.56,0.66,0.78,0.25,0.25,0.25,0.38,0.39,0.61,0.71,0.54,0.45,0.78
2002-06-07,0.25,0.25,0.25,0.25,0.50,0.62,0.68,0.72,0.77,0.25,0.56,0.66,0.78,0.25,0.25,0.25,0.38,0.39,0.61,0.71,0.54,0.45,0.78
2002-06-08,0.25,0.25,0.25,0.25,0.50,0.62,0.68,0.72,0.77,0.25,0.56,0.66,0.78,0.25,0.25,0.25,0.38,0.39,0.61,0.71,0.54,0.45,0.78
2002-06-09,0.25,0.25,0.25,0.25,0.50,0.62,0.68,0.72,0.77,0.25,0.56,0.66,0.78,0.25,0.25,0.25,0.25,0.39,0.61,0.71,0.54,0.46,0.78
2002-06-10,0.25,0.25,0.25,0.25,0.46,0.62,0.68,0.72,0.77,0.25,0.54,0.66,0.78,0.25,0.25,0.25,0.25,0.39,0.61,0.71,0.54,0.46,0.78
2002-06-11,0.25,0.25,0.25,0.25,0.25,0.63,0.68,0.73,0.78,0.25,0.47,0.66,0.79,0.25,0.25,0.25,0.25,0.40,0.61,0.71,0.49,0.46,0.78
2002-06-12,0.25,0.25,0.25,0.25,0.25,0.63,0.69,0.73,0.78,0.25,0.25,0.67,0.79,0.25,0.25,0.25,0.25,0.40,0.61,0.72,0.44,0.46,0.79
2002-06-13,0.25,0.25,0.25,0.25,0.25,0.63,0.69,0.74,0.79,0.25,0.25,0.67,0.79,0.25,0.25,0.25,0.25,0.40,0.61,0.72,0.41,0.46,0.79
2002-06-14,0.25,0.25,0.25,0.25,0.25,0.63,0.69,0.74,0.79,0.25,0.25,0.67,0.80,0.25,0.25,0.25,0.25,0.40,0.62,0.72,0.25,0.46,0.79
2002-06-15,0.25,0.25,0.25,0.25,0.25,0.63,0.69,0.74,0.79,0.25,0.25,0.67,0.80,0.25,0.25,0.25,0.25,0.40,0.62,0.72,0.25,0.46,0.79
2002-06-16,0.25,0.25,0.25,0.25,0.25,0.64,0.69,0.74,0.79,0.25,0.25,0.67,0.80,0.25,0.25,0.25,0.25,0.40,0.62,0.72,0.25,0.46,0.79
2002-06-17,0.25,0.25,0.25,0.25,0.25,0.64,0.69,0.74,0.79,0.25,0.25,0.67,0.80,0.25,0.25,0.25,0.25,0.40,0.62,0.72,0.25,0.46,0.79
2002-06-18,0.25,0.25,0.25,0.25,0.25,0.64,0.69,0.74,0.79,0.25,0.25,0.67,0.80,0.25,0.25,0.25,0.25,0.40,0.62,0.72,0.25,0.46,0.79
2002-06-19,0.25,0.25,0.25,0.25,0.25,0.62,0.69,0.74,0.79,0.25,0.25,0.67,0.80,0.25,0.25,0.25,0.25,0.40,0.62,0.72,0.25,0.46,0.79
2002-06-20,0.25,0.25,0.25,0.25,0.25,0.54,0.69,0.74,0.79,0.25,0.25,0.67,0.80,0.25,0.25,0.25,0.25,0.40,0.62,0.72,0.25,0.46,0.79
2002-06-21,0.25,0.25,0.25,0.25,0.25,0.25,0.64,0.74,0.79,0.25,0.25,0.66,0.80,0.25,0.25,0.25,0.25,0.40,0.62,0.72,0.25,0.46,0.79
2002-06-22,0.25,0.25,0.25,0.25,0.25,0.25,0.58,0.74,0.79,0.25,0.25,0.62,0.80,0.25,0.25,0.25,0.25,0.40,0.62,0.72,0.25,0.46,0.79
2002-06-23,0.25,0.25,0.25,0.25,0.25,0.25,0.54,0.74,0.79,0.25,0.25,0.60,0.80,0.25,0.25,0.25,0.25,0.40,0.62,0.72,0.25,0.46,0.79
2002-06-24,0.25,0.25,0.25,0.25,0.25,0.25,0.52,0.74,0.79,0.25,0.25,0.59,0.80,0.25,0.25,0.25,0.25,0.40,0.62,0.72,0.25,0.46,0.80
2002-06-25,0.25,0.25,0.25,0.25,0.25,0.25,0.52,0.74,0.79,0.25,0.25,0.59,0.80,0.25,0.25,0.25,0.25,0.40,0.62,0.72,0.25,0.46,0.80
2002-06-26,0.25,0.25,0.25,0.25,0.25,0.25,0.52,0.74,0.79,0.25,0.25,0.59,0.80,0.25,0.25,0.25,0.25,0.40,0.62,0.72,0.25,0.46,0.80
2002-06-27,0.25,0.25,0.25,0.25,0.25,0.25,0.52,0.74,0.79,0.25,0.25,0.59,0.80,0.25,0.25,0.25,0.25,0.40,0.62,0.72,0.25,0.46,0.80
2002-06-28,0.25,0.25,0.25,0.25,0.25,0.25,0.52,0.74,0.79,0.25,0.25,0.59,0.80,0.25,0.25,0.25,0.25,0.40,0.62,0.72,0.25,0.46,0.80
2002-06-29,0.25,0.25,0.25,0.25,0.25,0.25,0.52,0.74,0.79,0.25,0.25,0.59,0.80,0.25,0.25,0.25,0.25,0.40,0.62,0.72,0.25,0.46,0.80
2002-06-30,0.25,0.25,0.25,0.25,0.25,0.25,0.52,0.74,0.79,0.25,0.25,0.59,0.80,0.25,0.25,0.25,0.25,0.40,0.62,0.72,0.25,0.46,0.80
2002-07-01,0.25,0.25,0.25,0.25,0.25,0.25,0.52,0.74,0.79,0.25,0.25,0.59,0.80,0.25,0.25,0.25,0.25,0.40,0.62,0.72,0.25,0.46,0.80
2002-07-02,0.25,0.25,0.25,0.25,0.25,0.25,0.52,0.74,0.79,0.25,0.25,0.59,0.80,0.25,0.25,0.25,0.25,0.25,0.62,0.72,0.25,0.46,0.80
2002-07-03,0.25,0.25,0.25,0.25,0.25,0.25,0.52,0.74,0.79,0.25,0.25,0.59,0.80,0.25,0.25,0.25,0.25,0.25,0.62,0.72,0.25,0.46,0.80
2002-07-04,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.74,0.79,0.25,0.25,0.57,0.80,0.25,0.25,0.25,0.25,0.25,0.60,0.72,0.25,0.46,0.80
2002-07-05,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.71,0.79,0.25,0.25,0.52,0.80,0.25,0.25,0.25,0.25,0.25,0.56,0.72,0.25,0.46,0.80
2002-07-06,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.65,0.79,0.25,0.25,0.25,0.80,0.25,0.25,0.25,0.25,0.25,0.50,0.72,0.25,0.46,0.80
2002-07-07,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.59,0.79,0.25,0.25,0.25,0.80,0.25,0.25,0.25,0.25,0.25,0.46,0.72,0.25,0.46,0.80
2002-07-08,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.54,0.79,0.25,0.25,0.25,0.78,0.25,0.25,0.25,0.25,0.25,0.25,0.72,0.25,0.46,0.78
2002-07-09,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.53,0.79,0.25,0.25,0.25,0.78,0.25,0.25,0.25,0.25,0.25,0.25,0.73,0.25,0.46,0.78
2002-07-10,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.80,0.25,0.25,0.25,0.78,0.25,0.25,0.25,0.25,0.25,0.25,0.73,0.25,0.46,0.79
2002-07-11,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.80,0.25,0.25,0.25,0.78,0.25,0.25,0.25,0.25,0.25,0.25,0.73,0.25,0.25,0.79
2002-07-12,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.80,0.25,0.25,0.25,0.76,0.25,0.25,0.25,0.25,0.25,0.25,0.73,0.25,0.25,0.79
2002-07-13,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.80,0.25,0.25,0.25,0.73,0.25,0.25,0.25,0.25,0.25,0.25,0.73,0.25,0.25,0.79
2002-07-14,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.76,0.25,0.25,0.25,0.67,0.25,0.25,0.25,0.25,0.25,0.25,0.73,0.25,0.25,0.79
2002-07-15,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.68,0.25,0.25,0.25,0.58,0.25,0.25,0.25,0.25,0.25,0.25,0.73,0.25,0.25,0.74
2002-07-16,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.59,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.70,0.25,0.25,0.67
2002-07-17,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.67,0.25,0.25,0.60
2002-07-18,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.64,0.25,0.25,0.25
2002-07-19,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.60,0.25,0.25,0.25
2002-07-20,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.57,0.25,0.25,0.25
2002-07-21,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.54,0.25,0.25,0.25
2002-07-22,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.52,0.25,0.25,0.25
2002-07-23,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2002-07-24,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2002-07-25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2002-07-26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2002-07-27,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2002-07-28,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2002-07-29,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2002-07-30,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2002-07-31,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2002-08-01,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2002-08-02,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2002-08-03,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2002-08-04,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2002-08-05,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.25,0.25,0.25
2002-08-06,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.27,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.25,0.25,0.25
2002-08-07,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.27,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.25,0.25,0.25
2002-08-08,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.28,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.25,0.25,0.25
2002-08-09,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.28,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.27,0.25,0.25,0.25
2002-08-10,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.29,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.27,0.25,0.25,0.25
2002-08-11,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.27,0.25,0.25,0.25
2002-08-12,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.28,0.25,0.25,0.25
2002-08-13,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.28,0.25,0.25,0.25
2002-08-14,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2002-08-15,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2002-08-16,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2002-08-17,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2002-08-18,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2002-08-19,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2002-08-20,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.25,0.25,0.25
2002-08-21,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.27,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.26,0.25,0.25,0.26
2002-08-22,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.28,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.26,0.27,0.25,0.25,0.26
2002-08-23,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.27,0.28,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.26,0.28,0.25,0.25,0.26
2002-08-24,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.27,0.29,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.28,0.25,0.25,0.27
2002-08-25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.27,0.29,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.28,0.25,0.25,0.27
2002-08-26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.27,0.29,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.28,0.25,0.25,0.27
2002-08-27,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.28,0.30,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.27,0.28,0.25,0.25,0.27
2002-08-28,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.29,0.30,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.27,0.29,0.25,0.25,0.28
2002-08-29,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.29,0.31,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.27,0.29,0.25,0.25,0.28
2002-08-30,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.28,0.31,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.29,0.25,0.25,0.28
2002-08-31,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.31,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.30,0.25,0.25,0.28
2002-09-01,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.32,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.30,0.25,0.25,0.28
2002-09-02,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.32,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.30,0.25,0.25,0.28
2002-09-03,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.32,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.30,0.25,0.25,0.28
2002-09-04,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.32,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.30,0.25,0.25,0.28
2002-09-05,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.32,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.30,0.25,0.25,0.28
2002-09-06,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.32,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.30,0.25,0.25,0.29
2002-09-07,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.32,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.31,0.25,0.25,0.29
2002-09-08,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.33,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.31,0.25,0.25,0.29
2002-09-09,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.33,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.31,0.25,0.25,0.29
2002-09-10,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.33,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.31,0.25,0.25,0.29
2002-09-11,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.33,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.26,0.31,0.25,0.25,0.29
2002-09-12,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.33,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.26,0.31,0.25,0.25,0.29
2002-09-13,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.33,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.26,0.31,0.25,0.25,0.29
2002-09-14,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.27,0.34,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.26,0.31,0.25,0.25,0.29
2002-09-15,0.25,0.25,0.25,0.25,0.25,0.26,0.26,0.27,0.34,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.26,0.32,0.25,0.25,0.29
2002-09-16,0.25,0.25,0.25,0.25,0.25,0.26,0.26,0.27,0.34,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.26,0.32,0.25,0.25,0.29
2002-09-17,0.25,0.25,0.25,0.25,0.25,0.26,0.26,0.27,0.34,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.26,0.32,0.25,0.25,0.29
2002-09-18,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.27,0.34,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.26,0.32,0.25,0.25,0.29
2002-09-19,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.27,0.34,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.26,0.32,0.25,0.25,0.29
2002-09-20,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.27,0.34,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.26,0.32,0.25,0.25,0.29
2002-09-21,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.27,0.34,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.27,0.32,0.25,0.25,0.29
2002-09-22,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.27,0.34,0.25,0.25,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.27,0.32,0.25,0.25,0.29
2002-09-23,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.27,0.34,0.25,0.25,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.27,0.32,0.25,0.25,0.29
2002-09-24,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.27,0.34,0.25,0.25,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.27,0.32,0.25,0.25,0.29
2002-09-25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.27,0.34,0.25,0.25,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.27,0.32,0.25,0.25,0.29
2002-09-26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.27,0.34,0.25,0.25,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.27,0.32,0.25,0.25,0.29
2002-09-27,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.27,0.34,0.25,0.25,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.27,0.32,0.25,0.25,0.29
2002-09-28,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.27,0.34,0.25,0.25,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.27,0.32,0.25,0.25,0.29
2002-09-29,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.27,0.34,0.25,0.25,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.27,0.32,0.25,0.25,0.29
2002-09-30,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.28,0.34,0.25,0.25,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.27,0.32,0.25,0.25,0.29
2002-10-01,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.28,0.34,0.25,0.25,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.27,0.32,0.25,0.25,0.29
2002-10-02,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.28,0.34,0.25,0.25,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.27,0.32,0.25,0.25,0.29
2002-10-03,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.28,0.34,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.27,0.32,0.25,0.25,0.29
2002-10-04,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.28,0.34,0.25,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.25,0.27,0.32,0.25,0.25,0.29
